id,Name,Founded,Business Type,HQ Location,Country,Website,LinkedIn,,
6d508eaa-c6e1-4689-b1c7-1b3c895aad3a,Crown Sterling,2018,Private Company,Newport Beach,United States,http://www.crownsterling.io/,https://www.linkedin.com/company/crown-sterling,,
d484c477-7d41-4b53-92e5-e3e0c1a53efd,CryoConcept,2000,Private Company,Courtaboeuf,France,http://cryoconcept.com/,https://www.linkedin.com/company/cryoconcept-france,,
8859ca47-2d46-4c10-ba3a-e8ba12998e7c,Cryofab,1971,Private Company,Kenilworth,United States,https://www.cryofab.com/,https://www.linkedin.com/company/cryofab-inc.,,
c85d7c8c-1532-47fd-8425-aea127b33d2c,Cryogenic,1991,Private Company,London,United Kingdom,http://www.cryogenic.co.uk/,https://www.linkedin.com/company/cryogenic-ltd,,
f63fbce3-4206-41e7-878f-c0f37f1383e0,CryoHEMT,2019,Private Company,Orsay,France,http://cryohemt.com/,-,,
17ff2d9a-bbe6-4422-a67b-d1ab54fd940f,CryoMagnetics,1983,Private Company,Oak Ridge,United States,https://www.cryomagnetics.com/,https://www.linkedin.com/company/cryomagnetics-inc-,,
7fb66874-dbe9-463c-bed5-f2525dadc7bb,Cryomech (acquired by Bluefors),1963,Private Company,Syracuse,United States,https://www.cryomech.com/,https://www.linkedin.com/company/cryomech,,
fdcc3140-c233-44a5-a542-62af1c117efd,Crypta Labs,2014,Private Company,London,United Kingdom,https://www.cryptalabs.com/,https://www.linkedin.com/company/crypta-labs,,
0dd44028-dd30-4ca6-b121-0fa6a280d59d,Crypto Quantique,2016,Private Company,London,United Kingdom,https://www.cryptoquantique.com/,https://www.linkedin.com/company/crypto-quantique,,
4e1015d9-1a09-4cf7-8dfe-5c98955e7bb8,Crypto4A Technologies,2016,Private Company,Ottawa,Canada,https://crypto4a.com/,https://www.linkedin.com/company/crypto4a,,
4e48bb2d-8305-4d2b-9f58-3efb0b4be67e,CryptoExperts,2009,Private Company,Paris,France,http://www.cryptoexperts.com/,https://www.linkedin.com/company/cryptoexperts/,,
b35ee2a5-b940-458e-9834-86c3af154e1f,Cryptomathic,1986,Private Company,Aarhus,Denmark,https://www.cryptomathic.com,https://www.linkedin.com/company/cryptomathic/,,
60f120cb-d83c-4cb6-bdf6-5ba7217841e0,CryptoNext Security,2018,Private Company,Paris,France,https://cryptonext-security.com/,https://www.linkedin.com/company/cryptonext-security,,
d1df4ed8-3f62-4c19-8ee5-921802253e1a,Cryptosense [acquired by SandboxAQ],2013,Private Company,Paris,France,https://cryptosense.com/,https://www.linkedin.com/company/cryptosense/,,
781fd5ab-9805-4805-8624-121c55966116,Crystal Quantum Computing,2021,-,Paris,France,https://www.crystalqc.io/,https://www.linkedin.com/company/crystal-quantum-computing/,,
c5c0bba8-7bca-473a-a919-2723305f008a,Crystal Systems,1971,Private Company,Salem,United States,http://crystalsystems.com/,https://www.linkedin.com/in/henrywythe/,,
403403a2-55a2-4386-a44b-9607b5c1b4ce,CS GROUP,1968,Private Company,Le Plessis Robinson,France,http://www.csgroup.eu/,https://www.linkedin.com/company/cs-communication-systems-inc,,
8780ac94-e141-4dfd-a194-0ee80e449611,CSEM,1984,Non-Profit,Neuchatel,Switzerland,http://www.csem.ch/,https://www.linkedin.com/company/csem/,,
9ef79e9a-da21-4df2-9665-3df57a2c03a0,CUBE ROBOT X,2004,Private Company,Gersthofen,Germany,http://www.cuberobotx.com/,https://www.linkedin.com/company/cube-robot-x/,,
93f6b50c-6640-4e52-9dd0-050a8d6181de,CUbIQ Technologies,2021,Private Company,Eindhoven,The Netherlands,https://cubiq-technologies.com/,https://www.linkedin.com/company/cubiqtechnologies/,,
10aeb470-6598-4cc3-b298-a9b4a078bee6,Culgi,1999,Private Company,Leiden,The Netherlands,https://www.culgi.com/,https://www.linkedin.com/company/culgi,,
a2c99749-0016-4a14-96b8-4109f8ce3c03,CVD Equipment Corporation,1982,Private Company,Central Islip,United States,https://www.cvdequipment.com/,https://www.linkedin.com/company/cvd-equipment-corporation/,,
96a40ad3-59c2-4a83-86fc-52560a645c05,CyberHive,2018,Private Company,Newbury,United Kingdom,https://www.cyberhive.com/,https://www.linkedin.com/company/cyberhiveuk/,,
9feb0175-606a-4ac4-bdd0-2f3603a3a597,Cyberknight,2023,Private Company,Boston,United States,https://cyberknight.uk/,-,,
b6773b7d-a2cb-4416-a31a-4464f22b10ae,CyberProtonics,2022,Private Company,San Francisco,United States,https://cyberprotonics.com/,https://www.linkedin.com/company/cyberprotonics/,,
104116d2-b1a4-4ca0-bba5-f106a1bb8faf,CyferAll,2021,Private Company,Paris,France,http://www.cyferall.com/,https://www.linkedin.com/company/cyferall/,,
730a981a-5500-4df6-977e-ae95f91ed477,Cymaris Labs,2016,Private Company,Columbus,United States,https://cymaris.com/,https://www.linkedin.com/company/cymaris/,,
a8b11096-47d7-45d9-97c2-4bc32805e267,Cyph,2019,Private Company,Vienna,United States,https://www.cyph.com,https://www.linkedin.com/company/cyph,,
d8a53b7f-de97-48fc-84d9-e8fff144bf18,Cyphertop,2016,Private Company,New York,United States,https://cyphertop.com/,https://www.linkedin.com/company/cyphertop/,,
66017a54-960d-4ff6-ab66-9cc88bcdcd31,Cystel,2018,Private Company,Washington,United States,http://www.cystel.org/,https://www.linkedin.com/company/cystel/,,
c2d68253-aa0a-4cff-a962-ac04ad004f30,d-fine,2002,Private Company,Frankfurt,Germany,http://www.d-fine.com/,https://www.linkedin.com/company/d-fine,,
43dce210-16b7-474e-a536-a909e3b0acb7,D-Wave Systems,1999,Public Company,Burnaby,Canada,https://www.dwavesys.com/,https://www.linkedin.com/company/d-wave-quantum/,,
c2993dcb-cbc3-40b0-8c0d-485034289f40,Dacoso,2004,Private Company,Langen,Germany,https://www.dacoso.com/en/,https://www.linkedin.com/company/dacoso-gmbh/,,
9db2ad76-55ef-4188-95ac-b490ad9a0608,Danaher Cryogenics,2023,Private Company,Boulder,United States,https://danahercryo.com/,https://www.linkedin.com/company/danaher-cryogenics/,,
adfe4266-2ed8-48ef-8e96-5f5b319e065c,Dark Star Quantum Computing Laboratories,2020,Private Company,Fuquay-Varina,United States,https://www.darkstarquantumlab.com/,https://www.linkedin.com/company/darkstarquantumlab,,
66465955-cb06-447d-81f4-6e66117c8f84,DAS Photonics,2005,Private Company,Valencia,Spain,http://www.dasphotonics.com/,https://www.linkedin.com/company/das-photonics/,,
f55adb93-6846-474d-b76f-7f50c9e71954,Dash,2018,Private Company,Toronto,Canada,http://dashintelligence.com/,https://www.linkedin.com/company/dashintelligencedotcom,,
f4fbbee9-dec6-42fe-9add-683c3416efb4,Data Cybernetics,2017,Private Company,Landsberg am Lech,Germany,https://www.data-cybernetics.com/,https://www.linkedin.com/company/data-cybernetics-ssc-gmbh/,,
6e225184-2ba1-49b1-8fa5-44a355dbd6ec,DB Systel,2007,Private Company,Frankfurt,Germany,https://www.linkedin.com/company/db-systel-gmbh/about/,https://www.linkedin.com/company/db-systel-gmbh/,,
cb964ef9-2b6e-403c-ae00-f75beab48b25,DB Systel GmbH,2007,Private Company,Frankfurt,Germany,http://www.dbsystel.de/,https://www.linkedin.com/company/db-systel-gmbh/,,
15bce260-2cd0-4b50-9bdc-3b33ac851bd0,De Vries & Metman,1995,Private Company,Amsterdam,The Netherlands,https://dvme.nl/,https://www.linkedin.com/company/de-vries-&-metman/,,
e0e94adb-e606-4ee2-8a17-be0636cb89ac,Decentralized Bamboo,2021,Private Company,San Francisco,United States,http://stealthybamboo.com/,https://www.linkedin.com/company/stealthybamboo/,,
8152c709-e347-4466-a3bb-1f1c6257aa33,Delft Circuits,2016,Private Company,Delft,The Netherlands,https://delft-circuits.com/,https://www.linkedin.com/company/delft-circuits,,
0b538220-4579-441c-88d3-a339a2e3bfdd,Deloitte,1845,Private Company,London,United Kingdom,http://www.deloitte.com/,https://www.linkedin.com/company/deloitte/,,
fefc0b41-770d-4450-8822-5a2a8df39bb0,DelQuanTech,2023,Private Company,Toronto,Canada,https://delquantech.ca/,https://www.linkedin.com/company/delquantech/,,
4e6864eb-2430-4e45-b168-5150d4f1951e,Delta Diagnostics,2018,Private Company,Rotterdam,The Netherlands,http://deltadiagnostics.nl,https://www.linkedin.com/company/deltadiagnostics/,,
6fd96485-f891-4f46-9dec-c34c1b30a023,Delta G Ltd,2023,Private Company,Birmingham,United Kingdom,https://deltaginc.com,https://www.linkedin.com/company/delta-g-ltd/,,
14083920-40e9-4811-a684-bbe85e77e4b4,Delta Photonics,2003,Private Company,Ottawa,Canada,https://deltaphotonics.com/,https://www.linkedin.com/company/delta-photonics/,,
949b3574-9541-4389-9915-3d6aecd35797,Dencrypt,2013,Private Company,Hvidovre,Denmark,http://www.dencrypt.dk/,https://www.linkedin.com/company/dencrypt/,,
78347977-2686-4bcf-b6ef-c56589b3c45e,DenseLight,2000,Private Company,Allentown,United States,https://poet-technologies.com/denselight.html,https://www.linkedin.com/company/poet-technologies,,
9d2c0469-5fdd-46b9-868a-7a53d8ff91ed,Denton Vacuum,1964,Private Company,Moorestown,United States,https://www.dentonvacuum.com/,https://www.linkedin.com/company/denton-vacuum/,,
337bc508-464f-46d8-87af-8105db67807b,DEPHAN,2014,Private Company,Skolkovo,Russia,https://www.dephan.com/about/,https://www.linkedin.com/company/dephan/,,
34b1c6a3-8b27-49cf-bb45-804d1ac28a48,DFM - Danish National Metrology Institute,1986,Private Company,Hovedstaden,Denmark,https://www.dfm.dk/,https://www.linkedin.com/company/danish-fundamental-metrology/,,
7271a83d-82b3-4d6f-9a3d-8f2fe9256194,DiamFab,2019,Private Company,Grenoble,France,https://diamfab.com/,https://www.linkedin.com/company/diamfab-grenoble/,,
3f4b9d96-46d2-4a46-9565-3f9a63d5073a,Diamond Materials,2017,-,Breisgau,Germany,https://www.diamond-materials.com/,https://www.linkedin.com/company/diamond-materials/,,
bbb1068f-b49f-4fe6-8ded-b29d460fe475,Diamond Quanta,2024,Private Company,Palo Alto,United States,https://www.diamondquanta.com/,https://www.linkedin.com/company/diamond-quanta/,,
f7b418f1-2d22-4439-9dec-c588a58af435,DIAS,2014,Private Company,Saskatoon,Canada,https://www.diasgeo.com/,https://www.linkedin.com/company/dias-geophysical,,
29defd31-e987-4ac8-9a38-5adf3c720889,Diatope,2021,Private Company,Ulm,Germany,https://diatope.com,https://www.linkedin.com/company/diatope/,,
796e97bd-9499-49f5-aea2-ede10edd744a,Dihuni,2017,-,McLean,United States,https://www.dihuni.com/,https://www.linkedin.com/company/dihuni,,
52b4d477-fbf4-4ed9-955e-f639a2b94b00,Dirac,2022,Private Company,New York City,United States,https://diracquantum.com/,https://www.linkedin.com/company/diracq/,,
714fd2cc-a641-4eb6-840a-514f13b9bb4e,Diramics,2016,Private Company,Cham,Switzerland,https://diramics.com/,https://www.linkedin.com/company/diramics,,
7ae62a6d-b1ba-4bcd-b7dc-f3bea4de8c07,Diraq,2022,Private Company,Sydney,Australia,https://diraq.com/,https://www.linkedin.com/company/diraq/,,
76432f1b-bac0-4058-84fc-369cff344931,DishaNitish Technologies,2019,Private Company,Hamirpur,India,https://www.dishanitish.in/,https://www.linkedin.com/company/dishanitish/,,
55e3b5dc-8695-4f18-84a1-2c7ead7bf91e,Dobslit,2021,Private Company,São Paulo,Brazil,https://dobslit.com/,https://www.linkedin.com/company/dobslit/,,
75d316c8-8ddc-40df-800d-149ecef58458,Dotphoton,2020,Private Company,Zug,Switzerland,https://dotphoton.com/,https://www.linkedin.com/company/dotphoton,,
b186a400-f4e1-462a-ab9f-0ddea20993d4,DotQuantum,2018,Private Company,Torino,Italy,https://www.dotquantum.io/en/,https://www.linkedin.com/company/dotquantum-io,,
69db12a3-fc50-4920-b48a-09367d685ae6,Draper,1933,Private Company,Cambridge,United States,https://www.draper.com/,https://www.linkedin.com/company/draper,,
70cf063f-f636-488b-8267-53993745229e,Dream Photonics,2020,Private Company,Vancouver,Canada,http://www.dreamphotonics.com,https://www.linkedin.com/company/dream-photonics/,,
5c204d45-d832-4add-bcba-c2b21468840f,Dream Security,1998,Private Company,Songpadong,South Korea,https://www.dreamdns.co.kr/index.html,https://www.linkedin.com/company/dreamsecurity-inc/,,
ccfa73bb-3b1a-4949-a575-1ca60b2c8210,Driven Quantum Technologies,2019,Private Company,Washington,United States,http://www.drivenquantumtechnologies.com/,https://www.linkedin.com/company/driven-quantum-technologies/,,
92b00c08-98fa-4737-b501-c77f9622ddf6,DRS Daylight Solutions,2005,Private Company,San Diego,United States,http://www.daylightsolutions.com,https://www.linkedin.com/company/daylight-solutions/,,
cb2a9ed0-542a-4fa2-a1cc-56ef15c3cea4,DrX Works,2018,Private Company,Eindhoven,The Netherlands,https://drx.works/,https://www.linkedin.com/company/drx-works-bv/,,
37b70362-381b-4a7d-9c55-4ac5a55f6957,Duality Quantum Photonics,2020,Private Company,Bristol,United Kingdom,https://www.dualityqp.com/,https://www.linkedin.com/company/dualityqp/jobs/,,
f6f9d5c7-b0b5-4589-81e6-215e7a29f5ee,Dust Identity,2018,Private Company,Framingham,United States,http://www.dustidentity.com/,https://www.linkedin.com/company/dust-identity-inc/,,
e2ebd687-4151-4ad6-9b17-9b72d180bb5c,Dynex,2020,Private Company,Balzers,Liechtenstein,https://dynex.co/,https://www.linkedin.com/company/dynex-development/,,
fcab1018-202e-4a4b-8412-b94df9ac590d,Eagleyard Photonics GmbH,2002,Private Company,Berlin,Germany,toptica-eagleyard.com,https://www.linkedin.com/company/eagleyard-photonics-gmbh/,,
4c5b60ab-f4b7-42fb-8622-8097ba236802,Eblana Photonics,2001,Private Company,Dublin,Ireland,http://www.eblanaphotonics.com/,https://www.linkedin.com/company/eblana-photonics-ltd/,,
1c297530-6406-4a11-944f-5d9aebf40ced,Edmund Optics,1942,Private Company,Barrington,United States,https://www.edmundoptics.com/,https://www.linkedin.com/company/edmund-optics/,,
aa77d5d8-39a9-4f24-b02a-bacbadf3eeab,EeroQ,2016,Private Company,Chicago,United States,https://www.eeroq.com/,https://www.linkedin.com/company/eeroq/,,
03ee0855-632b-40ae-a8a9-ef5e7ca1c184,EFFECT Photonics,2010,Private Company,Eindhoven,The Netherlands,https://effectphotonics.com/,https://www.linkedin.com/company/effect-photonics/,,
4a3e054b-f39e-415f-b589-c5f10ba3b27d,Egreen Quanta LLP,2021,Private Company,Bihar,India,https://www.egreenquanta.com/,https://www.linkedin.com/company/egreen-quanta/,,
e2ea5427-1a90-41af-bb60-ef5f89b82946,Eigensystems,2024,Private Company,Sydney,Australia,https://www.eigensystems.com.au/,https://www.linkedin.com/company/eigensystem/,,
4f0816c6-5b85-4778-a9a3-238424368cc5,Eight Bells,2016,-,Nicosia,Cyprus,https://www.8bellsresearch.com/,https://www.linkedin.com/company/eight-bells-ltd/,,
3f854cfd-7753-4cb4-94f5-272e4b4c9d55,Elecnor Deimos,2001,Private Company,Tres Cantos,Spain,http://www.elecnor-deimos.com/,https://www.linkedin.com/company/elecnor-deimos,,
b6b4fe39-6cb1-491f-be7c-a6aec549bae5,Electronic Power Board (EPB),1935,Public Company,Chattanooga,United States,https://epb.com/,https://www.linkedin.com/company/epbofchattanooga,,
b305c267-157a-4a2b-9182-934f54565045,Element Six,1946,Private Company,Didcot,United Kingdom,https://www.e6.com/en,https://www.linkedin.com/company/element-six/,,
acb127cf-761f-4629-a0f3-efa307749399,eleQtron,2020,Private Company,Siegen,Germany,https://www.eleqtron.com/en/,https://www.linkedin.com/company/eleqtron-gmbh/,,
48e10cd4-2067-4f02-b8d0-fb30ff557e14,ElFys,2017,-,Espoo,Finland,https://www.elfys.fi/,https://www.linkedin.com/company/elfys/,,
feec90be-13b7-45f0-ab3c-246322c890af,ELTA Systems,1967,Private Company,Ashdod,Israel,https://www.iai.co.il/about/groups/elta-systems,https://www.linkedin.com/company/elta/,,
711d6aaa-70ce-4053-a96c-b82999f71c52,Elyah,2018,Private Company,Tokyo,Japan,https://www.elyah.io/,https://www.linkedin.com/company/elyah,,
c7722719-cc74-43a2-9db7-4fcf2de5f722,Emerson,1890,Public Company,St Louis,United States,https://www.emerson.com/en-gb,https://www.linkedin.com/company/emerson/,,
f9657a76-4cba-405f-b3ef-587f7cf1e3da,Encapsulix,2011,-,Simiane Collongue,France,http://www.encapsulix.com/,https://www.linkedin.com/company/encapsulix/,,
6f3da345-cbcc-4fa4-a2a4-f94440a41449,Energetiq Technology,2004,Private Company,Wilmington,United States,https://www.energetiq.com/,https://www.linkedin.com/company/energetiq-technology/,,
b67ba57c-be87-4f17-abf1-a71f1506507f,Enlightra,2022,Private Company,Vaud,Switzerland,https://enlightra.com/,https://www.linkedin.com/company/enlightra/,,
1299e422-3e74-4a3c-bb7f-6d0cc9db4391,EnQuanta,2019,Private Company,Eden Prairie,United States,https://enquanta.io/,https://www.linkedin.com/company/enquantainc/,,
0dae6dde-5548-4d0a-80db-f25bcdc1b848,ENTANGLE,2017,Private Company,Riga,Latvia,https://www.entangle.tech/,https://www.linkedin.com/company/entangle-llc,,
0b75d56a-114d-4964-a243-839a75d3276c,Entangled Networks [acquired by IonQ],2022,Private Company,Toronto,Canada,https://www.entanglednetworks.com/,https://www.linkedin.com/company/entangled-networks/,,
378f1c4f-c367-452c-bdbf-d1424c5c602f,Entanglement,2017,Private Company,New York,United States,https://www.entanglement.ai/,https://www.linkedin.com/company/entanglementai,,
3e7081aa-1a8d-47a7-b1b5-1e345e1090d9,Entanglement Institute,2017,Private Company,Newport,United States,https://www.entanglement.institute/,https://www.linkedin.com/company/entanglementinstitute/,,
d59ffc52-23b3-4891-8807-a8f9ea473e64,Entanglement Partners sl,2016,Private Company,Madrid,Spain,http://www.entanglementpartners.com,https://www.linkedin.com/company/entanglement-partners-sl/,,
e99c157e-03df-417b-b0e9-a8587191ddfb,Entanglement Technologies,2010,Private Company,San Bruno,United States,http://entanglementtech.com/,https://www.linkedin.com/company/entanglement-technologies-inc/,,
9ad877e2-2fe3-4dc2-86bf-a5d31d9113f8,Entropica Labs,2018,Private Company,Singapore,Singapore,https://entropicalabs.com/,https://www.linkedin.com/company/entropica-labs,,
a27a5ccf-ee4e-41e4-b99f-9e70dfa6b27a,Ephos,2022,Private Company,San Francisco,United States,https://ephos.io/,https://www.linkedin.com/company/ephos-io,,
ea60777d-b7d2-4877-808c-1ff2a7cd6654,Equal1,2017,Private Company,Dublin,Ireland,https://equal1.us/,https://www.linkedin.com/company/equal1,,
93c1d2d0-6548-423e-ad78-08c6d8660cc1,Ergo Quantum Solutions Inc.,2021,Private Company,Vancouver,Canada,https://ergoquantum.com/,https://www.linkedin.com/company/ergo-quantum-inc/,,
dee0682b-476e-48d3-bf1b-efca84acfe59,Ernst & Young (EY),1989,Private Company,London,United Kingdom,https://www.ey.com/en_gl,https://www.linkedin.com/company/ernstandyoung/,,
29deb085-f8ed-4717-ba55-5b406ec8a86f,Error Corp.,2020,Private Company,College Park,United States,-,https://www.linkedin.com/company/error-corp,,
46d50a51-3972-4814-a925-431543ee715e,eShard,2015,Private Company,Pessac,France,https://www.eshard.com/,https://www.linkedin.com/company/eshard/,,
5d6e7d89-f5b5-43c7-a0f4-535f06cd35f4,Ethicqual,2022,Private Company,The Hague,The Netherlands,https://ethicqual.org/,https://www.linkedin.com/company/ethicqual/,,
11b66ba6-f2c6-466b-a045-83f5ecf2933f,EuQlid,2022,Private Company,College Park,United States,https://www.q-cat.io/,https://www.linkedin.com/company/qcat-euqlid/,,
cc73b07e-617d-45fc-a50c-7ee4924e6afd,EurA,1999,Private Company,Ellwangen,Germany,https://www.eura-ag.com/en/,https://www.linkedin.com/company/eura-ag/,,
e668ddd6-f5c6-4438-ab21-71812ab5feb0,Evatec,2004,-,St. Gallen,Switzerland,https://evatecnet.com/,https://www.linkedin.com/company/evatec-ag/,,
829e014c-dc47-4688-8150-362fbb91e07b,Eviden,2023,Private Company,Bezons,France,https://eviden.com/,https://www.linkedin.com/company/eviden/,,
c4e20d33-98f1-47c5-af0a-ab9824e42d50,EvolutionQ,2015,Private Company,Waterloo,Canada,https://evolutionq.com/,https://www.linkedin.com/company/evolutionq,,
76b9fb54-3659-4a94-97a1-2b9eeb4e1f3e,Exail,1998,Private Company,Paris,France,https://www.exail.com/,https://www.linkedin.com/company/ixblue/,,
b7688a22-88a4-442b-bd21-81eb1fa16132,exaQ.ai,2020,Private Company,Singapore,Singapore,https://exaq.ai/,https://www.linkedin.com/company/exaq-ai,,
028c0a08-129b-4369-bc91-3a8c20f9bb0f,Excelitas Technologies,1931,Private Company,Mississauga,Canada,http://www.excelitas.com,https://www.linkedin.com/company/excelitas-technologies,,
1fbed801-a512-4755-bbe7-9c2d2c9156ff,EXFO,1985,Private Company,Quebec,Canada,http://www.exfo.com/,https://www.linkedin.com/company/exfo,,
5d596574-fe3b-4887-87b7-0dfb31a046f9,EYL,2015,Private Company,Seoul,South Korea,https://www.eylpartners.com/?ckattempt=1,https://www.linkedin.com/company/eylpartners,,
3d0c190b-9939-438c-b315-d8975f8116c2,Fabrum,2004,-,Christchurch,New Zealand,https://fabrum.nz/,https://www.linkedin.com/company/fabrum/,,
